"sim","censored","beta1_ee","se_beta1_ee","alpha_ee","se_alpha_ee","sigma2_ee","beta1_lme","se_beta1_lme","alpha_lme","se_alpha_lme","sigma2_lme"
1,0.454,0.244270868286932,0.02020664670237,0.983434149122452,0.0216950585279484,1.2055861460664,0.248086140156725,0.0207726455256234,1.0198720026726,0.0195622865131536,0.934071736845831
2,0.457,0.236332567471501,0.023634203268965,1.01903731145927,0.0222574228085649,1.30595257501806,0.244449868785059,0.0220629066917945,1.04415830589384,0.0202645818637643,1.00912274064915
3,0.453,0.266831109473152,0.0221412022356208,0.957097205308917,0.0218256098756091,1.26260418408203,0.265360744339389,0.0214835605190624,1.00069741797831,0.0197972690480744,0.979377443442294
4,0.453,0.297669281949643,0.022531984069129,1.00796265545956,0.0231237708034359,1.36347990007542,0.304861325441597,0.0216604646946075,1.05032195670524,0.0203236031426092,1.05742879293469
5,0.491,0.303634367819525,0.0226295412589897,1.0013229269066,0.0220510364779899,1.31129819128793,0.296619090180166,0.0224291927727422,1.03771582008185,0.0195005687161313,0.991588251783223
6,0.428,0.233365327985633,0.0226694509716583,0.990952652836497,0.022152753052429,1.23972066002897,0.229359353250485,0.0209899572841309,1.02603962867093,0.0196322153313875,0.97652268566941
7,0.444,0.282275397793558,0.0223065162206747,0.979897605715574,0.0229012779171792,1.32200678568662,0.283299850531347,0.022323999706408,1.03017442441282,0.0204789407330157,1.03195700302916
8,0.442,0.194563520783487,0.0224175672826816,0.988131100339378,0.0219029937835229,1.23053115864121,0.200435309265389,0.0213709024463342,1.03939411646582,0.0198895090064358,0.962103226324929
9,0.458,0.289722366270382,0.0213482841635237,0.996716389143964,0.0225134819495828,1.28761663469629,0.282796519369719,0.0212562761145194,1.02643924201054,0.0190079484488037,0.994506427194653
10,0.464,0.218126830786315,0.023747651165968,0.980330945241306,0.0227744887503734,1.36165531619936,0.22564227783054,0.0228912323262666,1.01988753820625,0.0203890143017122,1.04829033873771
11,0.473,0.269603966871708,0.023571218525596,0.975607311917604,0.022278604403362,1.28928781748173,0.266706267792826,0.0217061717272669,1.0313698008481,0.020156540707681,0.98835669261726
12,0.455,0.23279195964772,0.0226517533994848,0.97681878697217,0.0224966220791182,1.27936954033035,0.238991099654383,0.0213744024055691,1.02784602815745,0.020130898890026,0.991824404049935
13,0.489,0.263859045123214,0.0229503889708665,1.02226695551312,0.0227356134238893,1.34058996699616,0.268333224651451,0.0215285390249031,1.03957316152466,0.019955376984324,1.01401318297489
14,0.481,0.255813033334202,0.0203380119644369,0.960958433813492,0.0222346802580517,1.28814246463678,0.262537419257076,0.021322519557411,0.988952375140306,0.0196714862227531,0.98003532148647
15,0.449,0.25035058869047,0.0228676038321995,0.974538470884252,0.0220656601292621,1.24131805980631,0.253974409006106,0.0217065073427661,1.02325045264448,0.0198874318754251,0.965887357680381
16,0.47,0.295252885470692,0.0219394123678436,0.988796989654207,0.0223803396183028,1.31445074331659,0.297087396517064,0.0218018364501339,1.03637095359082,0.0201060978616223,1.00870306126835
17,0.467,0.289414554077826,0.0233681841819862,1.01855483694813,0.0218755566582045,1.33847894858022,0.292766938891871,0.0222054857297936,1.05414956456504,0.0204624649958558,1.02812276721791
18,0.47,0.264775968970851,0.0229756033984606,1.02550425850864,0.023274373389021,1.35574598537905,0.261420444122817,0.021902311722234,1.05355446665024,0.0205128436216786,1.0388575820009
19,0.441,0.208817925157563,0.0228403854990766,0.995261729473267,0.0227424746920802,1.28103115307616,0.220021172450402,0.0219942542760247,1.02969315923305,0.0198360469917619,1.00072289827644
20,0.449,0.251733477313674,0.0212952246914518,0.973483506954056,0.0221444166471477,1.25269570855635,0.255355190337542,0.021549688674452,1.02312757658587,0.0198829024719136,0.974798201183943
21,0.46,0.226539124267151,0.0228792278427388,0.979603227811148,0.0221700647672512,1.29122028125604,0.235690764346096,0.0211287877153678,1.02964033102813,0.020160939892449,0.997689009898789
22,0.451,0.248210471253333,0.0216316683952235,0.989905803798371,0.0227105811273073,1.32650987399504,0.251468852710522,0.0216116889226422,1.00093285398437,0.019587719645517,1.02838556102843
23,0.472,0.220443661526149,0.0231373890011327,0.981446335282231,0.0222031941702291,1.29518839661134,0.227964491434677,0.0219978112510784,1.01252562675738,0.0201472338226909,0.991425127122562
24,0.445,0.269424430801572,0.0220870270455137,1.00262336513238,0.0216540434626975,1.19701772566631,0.273988218116221,0.0215717174001188,1.04268786094162,0.0194946013794073,0.933124473294443
25,0.474,0.233073826989349,0.023936980980631,0.979210704905024,0.0221381264499347,1.31574277061908,0.239610522369384,0.0222080642601298,1.00348086456263,0.0192488202859445,1.00538922736123
26,0.468,0.23294845703114,0.0226071511127316,0.998574706103295,0.0230656105161741,1.32197923998317,0.23415617017859,0.0217057758324366,1.02713132892659,0.0202280361293633,1.01434059830003
27,0.484,0.294644859107069,0.0210469605947162,1.00664146298004,0.0216432954617543,1.289728474674,0.305282990866637,0.0219516558268781,1.03440897270919,0.0193499222474188,0.979332513664964
28,0.452,0.217385711657489,0.0216797941465008,1.03557216224749,0.022974425589055,1.3456676131935,0.226816807059768,0.0215656490071004,1.06754720357457,0.0204937756066156,1.04356183934561
29,0.461,0.207579515681238,0.0203919691784001,0.998059373259359,0.02147399673444,1.24150419431185,0.210624606308755,0.0204956167502643,1.03182538413649,0.0196590811540046,0.957326589338392
30,0.485,0.249583763976217,0.022517774016867,1.00304872919017,0.0218448685323682,1.27384821479864,0.249133157092692,0.0213597155256712,1.03284074256493,0.0200242011144825,0.966688523625812
31,0.461,0.250796495322542,0.0215596483513524,0.97862049011914,0.0216058318251094,1.23061436864345,0.243620960369304,0.0209459739930348,1.00769820338315,0.0196613613032577,0.948699257616712
32,0.451,0.259358909112046,0.0241491092735088,1.01322160013866,0.0232728639677106,1.34548983968566,0.267019756293048,0.0222048068496595,1.03845417068907,0.0176906564651847,1.0435785374581
33,0.429,0.218236756563405,0.0228919937016247,0.997813598137942,0.0224994372445042,1.34522878164452,0.217413683236282,0.0224037366557904,1.03463848045591,0.0202424281691174,1.05894444150379
34,0.467,0.269303655459975,0.0213648164453806,0.976588916589483,0.0214319761298936,1.23849345495438,0.260891425200872,0.021220518276676,1.02154383450535,0.0194555782705799,0.95220806014892
35,0.481,0.274205842656826,0.0234447684536077,0.990610331663373,0.0231178391665169,1.3849484387967,0.268091164193337,0.0226443133070209,1.03932061954373,0.0202226928794227,1.05518221324953
36,0.465,0.224420552671363,0.0209609541707142,1.01423556317524,0.0224354151367235,1.34889048234152,0.225919772593065,0.0211700634497684,1.03176594687341,0.0201819536246973,1.0364807477095
37,0.452,0.2736264594709,0.0226757964117283,1.01032595177576,0.0221820938329314,1.26451190787685,0.270417311242468,0.0214026189901409,1.0318943544637,0.0199033932325215,0.980070020273045
38,0.444,0.240484982314564,0.0221970843821819,1.01789788089623,0.0220286761380328,1.25252285752446,0.244059279559569,0.0216591776064166,1.05467138853204,0.0196802919805631,0.976673813684814
39,0.464,0.26351308978862,0.0235609389289197,1.04036612383761,0.0227608641357798,1.33416735810813,0.254990915344158,0.0226038884144597,1.06473399529266,0.0200792037995832,1.02617997886321
40,0.435,0.287183364137626,0.0224115520326985,0.984898613203061,0.0231722916488163,1.31885485621059,0.289552140428668,0.0221990599979767,1.04298193441443,0.0203965094290205,1.03629283450073
41,0.438,0.193704508061466,0.0228250810457442,0.985517395268782,0.0229659371068692,1.34462741357575,0.203412633350505,0.022201555818539,1.02087919855239,0.0204887089864979,1.05239612599169
42,0.462,0.266289256721122,0.0227363129548575,1.00574447129135,0.0219382432132993,1.27106305479666,0.251768611381425,0.021429690596252,1.04345684875631,0.0198238430836973,0.979878068212323
43,0.468,0.263375780044369,0.0222476968182091,1.00913112292428,0.0226843710641324,1.32348627390345,0.260188769124124,0.0217015247599447,1.039144747653,0.0198684436498011,1.01557615248609
44,0.452,0.275839036379962,0.0218011016479084,1.02590081440171,0.0224750928668796,1.29086598937354,0.290009582897161,0.0214563928274947,1.07140774065104,0.0201119753279851,1.00226165494025
45,0.465,0.243711693328223,0.0215090728248386,1.07246388037953,0.0228770735822912,1.33179964549196,0.238605974197569,0.0217023032269545,1.09511299494561,0.0194790511639476,1.02355418193161
46,0.459,0.220143688718187,0.0214758966980002,0.985221364475361,0.0220093143413761,1.20526423313466,0.21702741390059,0.0207715007300262,1.00636126812509,0.0194685992411094,0.929931350519835
47,0.459,0.235025912626972,0.0219176948126147,0.983470226989041,0.0228107732122931,1.29808144209318,0.227166873095683,0.0216539045219426,1.0230981058123,0.0197581503825602,1.00266528846562
48,0.436,0.229937368874868,0.0228555656116602,0.96446223786357,0.0228940207304612,1.27920338038947,0.221568104634004,0.0221790725894092,1.00696616862072,0.019014420976152,1.00303892615528
49,0.488,0.288721397411558,0.0217237405305036,0.996814916659108,0.022486245936419,1.32132169788965,0.292203012216482,0.0215579683299166,1.01504515176703,0.0193085190119873,1.00011019165253
50,0.456,0.265859924129896,0.022552063042664,1.02474934563191,0.0236603723767962,1.42143721027125,0.268805714165263,0.0225728313261635,1.03753980427916,0.020700274825993,1.0984653930029
51,0.47,0.235409245951351,0.0239021536396968,1.01451081853068,0.0222754629210601,1.323253999908,0.23213994340074,0.0223065574718291,1.01935085243107,0.0194870163677341,1.01318010323344
52,0.472,0.260905707522976,0.021121014953676,1.02353874247949,0.0223245029800433,1.26219091636279,0.258823139663838,0.0206053554118227,1.03576104364086,0.0198005854784209,0.965320132336695
53,0.469,0.234276938719895,0.0211174537610996,0.976296949643043,0.0224510493098586,1.30595777894199,0.229656717798439,0.0213684479794827,1.00607755665553,0.0193973823174027,1.00147584856061
54,0.474,0.2280159177854,0.0214936766707528,0.969742557254491,0.022274698206773,1.26805320838955,0.234581981344382,0.021715577634119,0.992665655425839,0.0194247313220176,0.968918861013021
55,0.437,0.260432545254911,0.0232183818198234,0.988638938761541,0.0229210967392976,1.31584844321173,0.257015115983905,0.0219962638640354,1.02615274806025,0.0201851807818741,1.03064768769318
56,0.458,0.241032259745783,0.0221146291480761,0.96319457933068,0.0222652548116002,1.23835190288435,0.247982199059519,0.0215510530125466,0.991015308686347,0.0198547298372909,0.956450155526536
57,0.451,0.251513522095292,0.0207737666141538,0.948850007703186,0.0215043606205424,1.21087692086838,0.251126998373388,0.0210811469548185,0.995269435267837,0.0195192554071297,0.940800075554299
58,0.444,0.258057841971524,0.0217687067258248,1.0135415520724,0.0217887370263166,1.20501326537748,0.258495059609209,0.0206720593805938,1.02696688447311,0.0194203958570422,0.938503267064535
59,0.472,0.240454026316245,0.0223494269711556,1.03436816460544,0.0229894043793425,1.32439411884344,0.247910457378612,0.0219624407450921,1.06002585070219,0.0194871517998913,1.01340225901365
