"sim","censored","beta1_ee","se_beta1_ee","alpha_ee","se_alpha_ee","sigma2_ee","beta1_lme","se_beta1_lme","alpha_lme","se_alpha_lme","sigma2_lme"
1,0.454,0.244270868286932,0.020206646702347,0.983434149122449,0.0216950585279318,1.20558614606639,0.243398157946,0.0209321561031849,0.918828803509045,0.0190936879018123,0.936900554326083
2,0.457,0.2363325674715,0.0236342032688869,1.01903731145927,0.0222574228085639,1.30595257501801,0.239826903732768,0.0222758132636271,0.93729147749004,0.0198503706839179,1.01512250057398
3,0.453,0.266831109473152,0.0221412022355977,0.957097205308913,0.0218256098755265,1.262604184082,0.269085644964963,0.0217098135648837,0.87184433001261,0.0190121302695261,0.984723817754566
4,0.453,0.297669281949645,0.0225319840690789,1.00796265545956,0.0231237708033173,1.36347990007538,0.308057110805955,0.0219073494230744,0.914373800314771,0.0196296914606931,1.06435918157707
5,0.491,0.303634367819525,0.0226295412589973,1.00132292690658,0.0220510364779931,1.31129819128742,0.30075950305426,0.0227707946241887,0.876718978186036,0.0184436299381471,1.00573484941343
6,0.428,0.233365327985634,0.0226694509715333,0.990952652836495,0.022152753052447,1.23972066002897,0.225756293247242,0.0212086868481911,0.896536055010712,0.0189243372548198,0.984201610725513
7,0.444,0.282275397793558,0.0223065162206271,0.979897605715572,0.0229012779171524,1.32200678568661,0.28436604146388,0.0225028244982453,0.919640198122939,0.0200080546160153,1.03304277943357
8,0.442,0.194563520783487,0.0224175672827818,0.988131100339377,0.0219029937834914,1.23053115864121,0.198691564075653,0.0215151738647258,0.942796426205305,0.0195564707739283,0.961492040778533
9,0.458,0.289722366270382,0.0213482841635343,0.996716389143955,0.022513481949887,1.28761663469598,0.288296057180246,0.0217191214698353,0.823009932883983,0.0173798052332773,1.02373683993618
10,0.464,0.218126830786315,0.0237476511660609,0.980330945241302,0.0227744887504047,1.36165531619927,0.226372333497309,0.023158113717293,0.879161162923118,0.0194848916505253,1.05690084154979
11,0.473,0.269603966871708,0.0235712185255764,0.975607311917601,0.0222786044033761,1.28928781748174,0.265224898254733,0.0218317526633966,0.946841914408507,0.0199924967030259,0.986089382465045
12,0.455,0.23279195964772,0.0226517533995286,0.976818786972168,0.0224966220791049,1.27936954033035,0.234663847899424,0.0215295422413081,0.930872177400548,0.0199394688671901,0.99130001286597
13,0.489,0.263859045123212,0.0229503889708071,1.02226695551311,0.0227356134236941,1.34058996699574,0.267871977428981,0.0218119835971209,0.909932366575843,0.0192819239485521,1.02631670121587
14,0.481,0.255813033334203,0.0203380119644129,0.960958433813478,0.0222346802581569,1.28814246463649,0.266189555127773,0.0215972273821751,0.850771398037642,0.0188663471357188,0.991360281234458
15,0.449,0.25035058869047,0.022867603832173,0.974538470884251,0.0220656601292957,1.24131805980632,0.252495591527522,0.0218269855741569,0.931792870148408,0.0194820705119078,0.965311467380549
16,0.47,0.295252885470692,0.0219394123679473,0.988796989654201,0.0223803396182755,1.31445074331654,0.295867727005112,0.0220118867684695,0.905182155338878,0.0194004217784444,1.01340887745131
17,0.467,0.289414554077826,0.0233681841819945,1.01855483694812,0.0218755566582202,1.33847894858021,0.292485691718197,0.0223786980001056,0.955179502311404,0.0200428231956659,1.03086877574158
18,0.47,0.264775968970852,0.0229756033984187,1.02550425850864,0.0232743733890626,1.35574598537899,0.258564257116039,0.0221033098135864,0.950765754448647,0.0201702622430529,1.0436641464599
19,0.441,0.208817925157563,0.022840385499183,0.995261729473266,0.0227424746919971,1.28103115307615,0.2188603301207,0.0222342253259124,0.908168758882142,0.0192320455265716,1.00712456676453
20,0.449,0.251733477313674,0.0212952246915347,0.973483506954053,0.0221444166472313,1.25269570855634,0.257972074094824,0.0217116288028996,0.921949296453613,0.0194738437880687,0.974998347099214
21,0.46,0.226539124267152,0.0228792278426505,0.979603227811145,0.0221700647672648,1.29122028125602,0.236456675858594,0.0212966419807772,0.913512346531798,0.0195408579870369,0.999600323703624
22,0.451,0.248210471253334,0.0216316683952467,0.989905803798364,0.02271058112707,1.32650987399475,0.258183948209279,0.0221420017493905,0.804034868302665,0.0181315218716305,1.06276387936185
23,0.472,0.220443661526149,0.0231373890011855,0.981446335282226,0.0222031941701813,1.29518839661129,0.226751457222649,0.0221992492516552,0.910409572740399,0.0197501425799638,0.995457978847337
24,0.445,0.269424430801572,0.0220870270454431,1.00262336513238,0.0216540434628147,1.1970177256663,0.272286524073609,0.0217936376703649,0.926218786586925,0.0190508143339838,0.937340352825
25,0.474,0.233073826989348,0.0239369809806489,0.979210704905014,0.0221381264503068,1.31574277061868,0.241132270520771,0.022607217707164,0.834923068531496,0.0180142818475616,1.0255703858464
26,0.468,0.23294845703114,0.0226071511127326,0.998574706103288,0.0230656105161478,1.32197923998311,0.230185950988564,0.0218787537735698,0.933118088124541,0.0199523474979913,1.01780698971483
27,0.484,0.294644859107068,0.0210469605947401,1.00664146298002,0.0216432954618696,1.28972847467354,0.306108172280529,0.0223183119383334,0.878892616530414,0.018445681499967,0.99484791370047
28,0.452,0.217385711657489,0.0216797941464686,1.03557216224749,0.0229744255890652,1.34566761319349,0.224853365312924,0.0217591485322339,0.966670615831568,0.0201752806182447,1.04728051792474
29,0.461,0.207579515681239,0.0203919691783789,0.998059373259356,0.0214739967344884,1.24150419431179,0.207915399610938,0.0206975264367353,0.907743520431656,0.0190105505862168,0.964321934870583
30,0.485,0.249583763976215,0.0225177740168512,1.00304872919016,0.0218448685323809,1.27384821479856,0.246360084450869,0.0214986161774975,0.943266976625427,0.019589128906248,0.969365675014077
31,0.461,0.250796495322543,0.0215596483514239,0.978620490119139,0.0216058318251211,1.23061436864345,0.242897879070577,0.0211210631917563,0.914720183721301,0.0193434810029273,0.951909715663021
32,0.451,0.259358909112049,0.0241491092733782,1.01322160013862,0.0232728639676533,1.34548983968179,0.266047344667144,0.0232970019096483,0.721216492088447,0.0150100552234617,1.12815867243629
33,0.429,0.218236756563406,0.0228919937016287,0.997813598137941,0.0224994372447531,1.34522878164451,0.218466159394661,0.0226967637856763,0.882521204050795,0.0193129868790445,1.07085648340027
